"Order","Active","Text Above Question","Question Title","Activity","Type","Dropdown/Checkbox options","Show in Final Questions Section","Answer Required?"
"101","True","","Final thoughts and reflections:","Graphic Organisers","Paragraph Text","","Yes","No"
"100","True","","Please help us by rating this activity below:","Graphic Organisers","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","","Final thoughts and reflections:","2 Slow, 1 Fast","Paragraph Text","","Yes","No"
"100","True","<hr /><p><br /></p>","Please help us by rating this activity below:","2 Slow, 1 Fast","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","What's Stopping You","Paragraph Text","","Yes","No"
"100","True","<hr /><p><br /></p>","Please help us by rating this activity below:","What's Stopping You","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"31","True","","What actions could I take?","What's Stopping You","Paragraph Text","","No","No"
"30","True","","What options haven't I considered?","What's Stopping You","Paragraph Text","","No","No"
"29","True","<hr /><h5><strong>Obstacle 3</strong></h5>","What could I do to overcome this obstacle?","What's Stopping You","Paragraph Text","","No","No"
"28","True","","What actions could I take?","What's Stopping You","Paragraph Text","","No","No"
"28","True","","What options haven't I considered","What's Stopping You","Paragraph Text","","No","No"
"27","True","<hr /><h5><strong>Obstacle 2</strong></h5>","What could I do to overcome this obstacle?","What's Stopping You","Paragraph Text","","No","No"
"17","True","","Rating","What's Stopping You","Dropdown","1 (Stops me a bit),2,3,4,5,6,7,8,9,10 (Stops me a lot)","No","No"
"16","True","","Obstacle 6","What's Stopping You","Short Text","","No","No"
"15","True","","Rating","What's Stopping You","Dropdown","1 (Stops me a bit),2,3,4,5,6,7,8,9,10 (Stops me a lot)","No","No"
"14","True","","Obstacle 5","What's Stopping You","Short Text","","No","No"
"26","True","","What actions could I take?","What's Stopping You","Paragraph Text","","No","No"
"25","True","","What options haven't I considered?","What's Stopping You","Paragraph Text","","No","No"
"24","True","<hr /><h3><strong><em>Step 4: The Action Plan</em></strong></h3><p>Now it’s time to take action. Take the three obstacles that appear to be stopping you the most and create an action plan for each one. Do this by answering the three questions on each obstacle and decide what
action you’re going to take.
</p><p><strong><em>Here is the example again from the same student </em></strong>
</p><p><img src=""https://www.vespa.academy/assets/MVIMAGES/success8.png"" />
</p><p>Use the boxes below to make an action plan for each obstacle:</p><hr /><h5><strong>Obstacle 1:</strong></h5>","What could I do to overcome this obstacle?","What's Stopping You","Paragraph Text","","No","No"
"13","True","","Rating","What's Stopping You","Dropdown","1 (Stops me a bit),2,3,4,5,6,7,8,9,10 (Stops me a lot)","No","No"
"12","True","","Obstacle 4","What's Stopping You","Short Text","","No","No"
"12","True","","Rating","What's Stopping You","Dropdown","1 (Stops me a bit),2,3,4,5,6,7,8,9,10 (Stops me a lot)","No","No"
"11","True","","Obstacle 3","What's Stopping You","Short Text","","No","No"
"10","True","","Rating","What's Stopping You","Dropdown","1 (Stops me a bit),2,3,4,5,6,7,8,9,10 (Stops me a lot)","No","No"
"9","True","","Obstacle 2","What's Stopping You","Short Text","","No","No"
"8","True","","Rating","What's Stopping You","Dropdown","1 (Stops me a bit),2,3,4,5,6,7,8,9,10 (Stops me a lot)","No","No"
"7","True","<hr /><h3><strong><em>Step 3: Rate Your Obstacles</em></strong></h3><p>Next, take the sticky notes that you can infuence or control and place them in the boxes below. You need to
rate each obstacle on a continuum from <strong><em>‘stops me a bit’ </em></strong>to <strong><em>‘stops me a lot’ </em></strong>– think of it as a 1–10 scale.
If all of your notes are out of your control, you will need to seek some external support. Arrange to see your
tutor or a mentor and describe the task you’ve done.</p><p><strong><em>Here is an example using the same student</em></strong></p><p><img src=""https://www.vespa.academy/assets/MVIMAGES/success3.png"" /></p><p>Use the boxes below to add your obstacles and ratings as a 1-10 scale</p>","Obstacle 1","What's Stopping You","Short Text","","No","No"
"6","True","","Obstacles which I have full control over","What's Stopping You","Paragraph Text","","No","No"
"5","True","","Obstacles which I have influence over","What's Stopping You","Paragraph Text","","No","No"
"4","True","<hr /><h3><strong><em>Step 2: Circles of Control</em></strong>
</h3><p>For step 2 you need some sticky notes.
</p><p>Write down all the obstacles you can think of on separate notes, one for each obstacle. Just keep writing and think of as many obstacles that you can. The next step is to place them on the circles of control diagram below. This is how it works.
</p><p>Take each sticky note and first ask
yourself,
	<strong><em> ""how much control do I have over this?""</em></strong> Is it
</p><ol>
	<li><strong>No control </strong>– there is nothing you can do about it (e.g.
external factors such as ill health or family problems)? 
	</li>
	<li><strong>Influence</strong> - you do have some infuence over the obstacle – it might appear
out of your control but there are some things that you could do to make it better? 
	</li>
	<li><strong>In my control  -  </strong>Something you have full control over, perhaps only limited by your own motivation (e.g. you might not have been working hard enough but you know there aren’t really
any excuses for this)?
	</li>
</ol><strong><em>Here is an example from the same Year 11 Student</em></strong><br /><img src=""https://www.vespa.academy/assets/MVIMAGES/success1.png"" /><p><img src=""https://www.vespa.academy/assets/MVIMAGES/success2.png"" />
</p><p>When you’ve decided where to place your sticky notes, it’s sometimes useful to share your thoughts with another person, if you feel comfortable doing so. Sometimes we can believe we have no control when in fact we do. Getting a diferent perspective can sometimes help with this. </p><p>If you don't have sticky notes to hand use the boxes below to categorise your obstacles:</p>","Obstacles which I cannot control:","What's Stopping You","Paragraph Text","","No","No"
"3","True","","I should have the goal completed by ...","What's Stopping You","Date","","No","No"
"2","True","","I know I will have achieved the goal when ...","What's Stopping You","Paragraph Text","","No","No"
"1","True","<h3><strong><em>Step 1: Remind Yourself What the Goal Is</em></strong></h3><p><em><strong>Here is an example goal witten by a Year 11 Student. </strong>(Add your own goal in the boxes below)</em></p><p><img src=""https://www.vespa.academy/assets/MVIMAGES/1success.png"" /></p><p><br /></p>","My Goal:","What's Stopping You","Paragraph Text","","No","No"
"110","True","","Final thoughts and reflections:","Success Leaves Clues","Paragraph Text","","Yes","No"
"100","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Success Leaves Clues","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"12","True","","What do students who haven't been successful do?","Success Leaves Clues","Paragraph Text","","No","No"
"11","True","<hr /><p>When you have finished you interview (it will be useful to do a few), identify what you think are the key points. Try to get ten points for each column and then keep this visible in your study area at home.<span></span></p>","What do successfull students do?","Success Leaves Clues","Paragraph Text","","No","No"
"10","True","","Select question 10:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"9","True","","Select question 9:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"8","True","","Select question 8:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"7","True","","Select question 7:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"6","True","","Select question 6:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"5","True","","Select question 5:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"4","True","","Select question 4:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"3","True","","Select question 3:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"2","True","","Select question 2:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"1","True","","Select question 1:","Success Leaves Clues","Dropdown","What is your dream job?,What obstacles do you think you may have to overcome while at school?,What do you hope to achieve by completing your current course(s)?,How many hours of independent study did you do for your GCSE's?,Describe a typical hour of your revision?,In average week how many hours do you spend on homework?,How do you decide what you need to revise?,What do you do with work you get back?,If you do past paper questions do you ever self-mark them?,What advice would you give to your Yr11 self when first starting your GCSE's?,What revision materials do you use/produce?,What do you do when you encountera problem?,How do you respond to setbacks?,What is your responseto a poor grade in a test or homework?","No","No"
"7","True","","6) July - August","Rule of 3","Paragraph Text","","No","No"
"6","True","","5) May - June","Rule of 3","Paragraph Text","","No","No"
"5","True","","4) March-April","Rule of 3","Paragraph Text","","No","No"
"4","True","","3) January - February","Rule of 3","Paragraph Text","","No","No"
"3","True","","2) November - December","Rule of 3","Paragraph Text","","No","No"
"2","True","<hr /><p>Now list all the actions that are going to take you closer to achieving that goal. Remember, it’s only three small steps per half-term – that’s roughly one every two weeks.
</p><h3><strong>Action Steps:</strong></h3>","1) September - October","Rule of 3","Paragraph Text","","No","No"
"1","True","<p>All you have to do is take three steps every half-term towards achieving your long-term goal. It’s that simple. You have to decide the steps you are going to take and then commit to doing them.</p><p>When you’ve completed each of the steps, it’s important that you keep it somewhere you can see it. Stick it up in your room or study area. You might fnd it useful to share it with a friend or parent and ask them to check up on your progress. You don't have to complete this all in one sitting, you can return to this activity whenever you like to review your targets or add more.</p><p><em><strong>First, remind yourself of your long-term goal:</strong></em></p>","My Long Term Goal:","Rule of 3","Short Text","","No","No"
"110","True","","Final thoughts and reflections:","Rule of 3","Paragraph Text","","Yes","No"
"102","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Rule of 3","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Someone I might contact remotely:","Rule of 3","Short Text","","Yes","No"
"100","True","","Someone nearby who might be able to help:","Rule of 3","Short Text","","Yes","No"
"9","True","","Date to complete third steps:","Roadmap","Date","","No","No"
"9","True","","Third Steps:","Roadmap","Paragraph Text","","No","No"
"8","True","","Date to complete second steps:","Roadmap","Date","","No","No"
"6","True","","Date to complete first steps:","Roadmap","Date","","No","No"
"7","True","","Second Steps:","Roadmap","Paragraph Text","","No","No"
"5","True","<hr /><p>Next, you need to break down the goal into a series of steps in a journey. You might think about these steps as a series of days, weeks or even months. </p><p><strong><em>Our example below shows how this might look:</em></strong><img src=""https://www.vespa.academy/assets/MVIMAGES/rm3.png"" />
</p><p><strong><em>Below is a completed example:</em></strong>
</p><p><img src=""https://www.vespa.academy/assets/MVIMAGES/rm4.png"" />
</p><h4><strong>Step 4 - Adding the Steps</strong></h4><p>Add the different steps you should be taking towards your goal. Do this in 3 stages spread throughout the full journey. </p>","First Steps","Roadmap","Paragraph Text","","No","No"
"4","True","<h4><strong>Step 3 - Add your Support Team</strong></h4><p><em>Who is going to support your journey towards your goal and help you achieve it?</em></p>","Support Team","Roadmap","Paragraph Text","","No","No"
"3","True","<h4><strong>Step 2 - Explain Why </strong></h4>
<p>It is important you have a clear reason for your goal, explain why you have chosen this goal and why is it important.
</p>","Why?","Roadmap","Paragraph Text","","No","No"
"2","True","","Add a date to your goal:","Roadmap","Date","","No","No"
"1","True","<h4><strong>Step 1 - End Goal </strong></h4><p> Add your final end goal below</p>","End Goal","Roadmap","Paragraph Text","","No","No"
"110","True","","Final thoughts and reflections:","Roadmap","Paragraph Text","","Yes","No"
"106","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Roadmap","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"105","True","","How I got past them:","Roadmap","Short Text","","Yes","No"
"104","True","<hr /><h3><strong>Third Steps</strong></h3>","Bumps:","Roadmap","Short Text","","Yes","No"
"103","True","","How I got past them:","Roadmap","Short Text","","Yes","No"
"102","True","<hr /><h3><strong>Second Steps</strong></h3>","Bumps:","Roadmap","Short Text","","Yes","No"
"101","True","","How I got past them:","Roadmap","Short Text","","Yes","No"
"100","True","<h3><strong>First Steps:</strong></h3>","Bumps:","Roadmap","Short Text","","Yes","No"
"11","True","<p>If your list is huge, don’t worry – that’s pretty normal. Choose one or two as your priorities. If you can begin by making a change to just one or two behaviours, you can work from there. If you feel your motivation dip, return to your lists and look at the right-hand column – remind yourself of what it is you really want.<span></span></p>","Which behaviours will you focus on changing first","Now vs Most","Paragraph Text","0 (Almost none),1 (Very minor damage),2 (Some damage),3 (A lot of damage)","No","No"
"10","True","<hr /><h3><strong><em>Step 3 - Scoring</em></strong></h3><p>The next stage of the process is to check how damaging your <strong><em>""NOW""</em></strong> activities are. For each ‘now’ activity,
give it two scores:
</p><h4><strong>1) Give it a regularity score: </strong></h4><p><em> 0 = you almost never do it, 1 = you sometimes do it, 2 = you often do it, 3 = you pretty much always end up doing it.</em>
</p><h4><strong>2) Give it a damage score: </strong></h4><p><em>0 = it does almost no damage to what you want most, 1 = it does a small amount of damage to what you want most, 2 = it does some damage to what you want most, 3 = it does a lot of damage to what you want most.</em>
</p><p>Now, multiply the two numbers together for each <strong><em>‘NOW'</em></strong> activity. Once you’ve done that, every activity in that column should have a score between 0 and 9.
</p><p>Activities that score 4 or more present a challenge for you. You do them reasonably regularly and they have a negative efect. These are the ones you need to take a longer look at. </p><p>Make a list of them below:
</p>","Activities that score 4 or more","Now vs Most","Paragraph Text","0 (Almost never),1 (Sometimes),2 (Do it often),3 (Always do it)","No","No"
"2","True","<hr /><h3><strong><em>Step 2 - What I want now?</em></strong>
</h3><p><em>Now the second list, here list everything you’re tempted by on a daily basis: to skip homework, binge watch TV, avoid revision, spend time on social media – anything that pulls you away from your long-term goals on a daily or weekly basis.</em>
</p>","What you want now","Now vs Most","Paragraph Text","","No","No"
"1","True","<h3><strong><em>Step 1 - What I want most?</em></strong></h3><p><em>First make a list below of what you want most out of the courses you are currently studying The list should include the grades you would be delighted to get but also the consequences of those grades: the pride and happiness others will feel, your sense of success and confidence, the courses you can go on to study as a result, the school or college you hope to attend, the friends you hope to be with and the personal qualities you want to have developed by the time you fnish your courses.</em>
</p>","What you want most","Now vs Most","Paragraph Text","","No","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Now vs Most","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"111","True","","Final thoughts and reflections:","Now vs Most","Paragraph Text","","Yes","No"
"103","True","","Then...","Now vs Most","Paragraph Text","","Yes","No"
"102","True","<hr /><p><br /></p>","If...","Now vs Most","Paragraph Text","","Yes","No"
"101","True","","Then....","Now vs Most","Paragraph Text","","Yes","No"
"100","True","","If...","Now vs Most","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","The Lead Domino","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","The Lead Domino","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","STQR","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","STQR","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Snack Don't Binge","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","Snack Don't Binge","Paragraph Text","","Yes","No"
"110","True","<hr />","Please help us by rating this activity below:","Project Progress Chart","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","Project Progress Chart","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Energy Line","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","Energy Line","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Eisenhower Matrix","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","Eisenhower Matrix","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Breakfast Club","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","Breakfast Club","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","2-4-8 Rule","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","2-4-8 Rule","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Working Weeks","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","Working Weeks","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Recognising your blockers","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","Recognising your blockers","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Power of If","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections","Power of If","Paragraph Text","","Yes","No"
"110","True","","Please help us by rating this activity below:","Inner Story Telling","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections","Inner Story Telling","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","One to Ten","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections:","One to Ten","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Frogs & Bannisters","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Final thoughts and reflections","Frogs & Bannisters","Paragraph Text","","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","10min Rule","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","","Please help us by rating this activity below:","3R's of Habit","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Perfect Day","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Mental Contrasting","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Getting Dreams Done","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Fake It!","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","No","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","21st Birthday","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","<hr />","Please help us by rating this activity below:","20 Questions","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"110","True","<hr /><p><br /></p>","Please help us by rating this activity below:","SMART Goals","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"105","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Fix your dashboard","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"8","True","<hr /><p>Now you have ""Orientated"" your compass and are pointing in the right direction, you now need to consider what your next steps are. Think about what subjects you might need to select in college, what work experience you might need to try and find, could you try volunteering to gain some experience? Are there any external qualifications that could help, i.e. Duke of Edinburgh Award, etc.</p>","My next steps?","Personal Compass","Paragraph Text","","No","No"
"7","True","<p>Now you have some interesting problems you’d like to explore further, use the space below to sketch out some next steps. </p><p>Is there a documentary you could watch, a book you can read, someone you could talk to or ask for advice, or a piece of research you can do to get more information?<span></span></p><p>Browse the internet to find out more information, often this leads to more questions, thats fine write these down as well.</p>","Possible problems?","Personal Compass","Paragraph Text","","No","No"
"6","True","","Other:","Personal Compass","Short Text","","No","No"
"4","True","","Other:","Personal Compass","Short Text","","No","No"
"5","True","<hr /><p><br /></p>","My Question 3:","Personal Compass","Dropdown","How do we make the distribution of wealth in the UK fairer?,How can we save larger numbers of species from extinction?,How might we design buildings that increase people’s happiness and well-being?,What are the elements necessary for a superb movie?,How can we improve pupils’ experience of school, college or university?,How can the design of ______ be improved?,How can we accelerate our progress towards curing ______?,How can art be used to improve people’s lives?,What qualities are necessary for huge success in ______?,How can I create popular, immersive, interactive computer games?,How can we reduce crime by working with young offenders?,What qualities make some ______ better than others?,How can we help people cope with difficult, stressful or traumatic times in their lives?,What does outstanding parenting/teaching look like?,How can we discover more about the workings of the universe?,How do we solve global warming?,What does augmented/virtual reality mean for media/entertainment/gaming?, How can we work more efficiently using artificial intelligence?,Other (write below)","No","No"
"3","True","<hr /><p><br /></p>","My Question 2:","Personal Compass","Dropdown","How do we make the distribution of wealth in the UK fairer?,How can we save larger numbers of species from extinction?,How might we design buildings that increase people’s happiness and well-being?,What are the elements necessary for a superb movie?,How can we improve pupils’ experience of school, college or university?,How can the design of ______ be improved?,How can we accelerate our progress towards curing ______?,How can art be used to improve people’s lives?,What qualities are necessary for huge success in ______?,How can I create popular, immersive, interactive computer games?,How can we reduce crime by working with young offenders?,What qualities make some ______ better than others?,How can we help people cope with difficult, stressful or traumatic times in their lives?,What does outstanding parenting/teaching look like?,How can we discover more about the workings of the universe?,How do we solve global warming?,What does augmented/virtual reality mean for media/entertainment/gaming?, How can we work more efficiently using artificial intelligence?,Other (write below)","No","No"
"2","True","","Other:","Personal Compass","Short Text","","No","No"
"1","True","<h3>What are your questions?</h3><p>First add the 3 questions that interest you the most. Either choose from ours in the dropdown menu or select you own and write them below.</p>","Question 1","Personal Compass","Dropdown","How do we make the distribution of wealth in the UK fairer?,How can we save larger numbers of species from extinction?,How might we design buildings that increase people’s happiness and well-being?,What are the elements necessary for a superb movie?,How can we improve pupils’ experience of school, college or university?,How can the design of ______ be improved?,How can we accelerate our progress towards curing ______?,How can art be used to improve people’s lives?,What qualities are necessary for huge success in ______?,How can I create popular, immersive, interactive computer games?,How can we reduce crime by working with young offenders?,What qualities make some ______ better than others?,How can we help people cope with difficult, stressful or traumatic times in their lives?,What does outstanding parenting/teaching look like?,How can we discover more about the workings of the universe?,How do we solve global warming?,What does augmented/virtual reality mean for media/entertainment/gaming?, How can we work more efficiently using artificial intelligence?,Other (write below)","No","No"
"9","True","<hr />","Diamond Number 9:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"8","True","<hr />","Diamond Number 8:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"7","True","<hr />","Diamond Number 7:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"6","True","<hr />","Diamond Number 6:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"5","True","<hr />","Diamond Number 5:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"4","True","<hr />","Diamond Number 4:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"3","True","<hr />","Diamond Number 3:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"2","True","<hr />","Diamond Number 2:","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
